"","Control","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12"
"Dapma7bEVm025854","4.493645","4.966597","4.366405","4.365659","4.670605","4.402144","4.569537","4.860151","4.834891","4.379532","4.492188","4.507361","4.517471"
"Dapma7bEVm025855","2.349413","2.650268","2.811555","2.961822","2.486344","1.348803","1.595959","2.417846","3.140599","1.237954","2.618219","2.242260","1.513667"
"Dapma7bEVm025861","1.2079457","0.8993956","1.5725042","1.9488849","1.5957738","1.2098568","1.0780849","2.1730675","0.5988904","2.5647956","2.2641061","2.6267286","1.5300653"
"Dapma7bEVm025863","6.544862","6.564742","6.622972","6.311031","6.346057","6.507262","6.227690","6.334137","6.692317","6.259906","6.346541","6.583961","6.592850"
"Dapma7bEVm025865","3.1982670","2.7481839","2.6017634","2.6437034","1.7541737","3.4628897","0.9107155","0.3740221","3.0989184","1.6874242","1.6011405","0.5762133","1.9741477"
"Dapma7bEVm025867","2.313776","1.427223","1.773846","2.588636","1.764405","1.256348","2.217437","2.730140","1.489460","2.829225","2.513833","2.353160","2.501369"
"Dapma7bEVm025868","0.6195329","1.1777710","1.3748548","0.6645943","1.3922889","1.0209307","1.2210516","0.9326687","1.2295278","1.0187823","0.9965187","1.7386113","1.5210661"
"Dapma7bEVm025872","1.265484","2.182133","2.073864","1.729270","2.040986","1.517121","1.167346","2.074840","2.173673","1.955298","2.153125","1.619461","2.009053"
"Dapma7bEVm025873","2.039615","2.830437","1.820558","3.164590","2.252192","1.868806","3.345832","3.108499","2.557654","2.457732","3.194933","3.950986","2.225999"
"Dapma7bEVm025879","2.852407","4.574974","4.377967","3.709910","4.958990","4.324595","4.765588","4.415570","4.933474","4.650894","4.709919","4.328866","4.684382"
"Dapma7bEVm025880","3.276544","2.858617","3.155319","3.285327","3.579036","3.229346","3.578590","3.044895","3.609639","3.130132","3.501369","3.297502","3.361655"
"Dapma7bEVm025881","2.3282447","1.9705656","2.4256656","1.8722285","1.4974186","3.0199098","0.5998136","0.5567667","2.4297363","1.7899299","1.0613442","0.3999488","1.6200071"
"Dapma7bEVm025882","0.5756430","1.3743492","2.0105949","2.2877682","0.8287350","1.4765900","1.0737177","0.9431235","1.7175796","2.0993267","1.6920064","0.8487148","1.9916908"
"Dapma7bEVm025883","3.205891","4.031407","3.730765","3.407459","4.290132","3.333201","2.703578","3.317513","4.020568","3.828601","3.482946","3.652319","3.682616"
"Dapma7bEVm025885","0.9662688","2.4312076","1.8447704","2.0915879","2.6141708","1.9697349","2.3716672","2.4241868","2.0575465","2.4780547","2.0358645","2.2244957","2.0253252"
"Dapma7bEVm025888","2.411833","2.783055","3.180448","3.136633","2.601499","2.443617","3.030637","2.719867","2.025645","3.002053","2.559268","2.629252","2.785129"
"Dapma7bEVm025892","2.8032949","2.5475066","2.0291865","1.6098923","0.8580699","2.7852058","0.9010626","0.4116919","2.6142477","1.2108253","0.8889001","0.1845879","0.5589663"
"Dapma7bEVm025896","1.7314166","1.8003781","0.9187051","1.7054478","0.9450241","0.8356968","0.9276920","1.6561465","0.6198857","1.6663767","0.5522777","1.4249742","1.5005913"
"Dapma7bEVm025899","3.590049","4.814202","4.718269","5.837859","5.479324","4.711830","3.344336","5.487749","5.521176","4.348626","3.221304","5.744858","5.667039"
"Dapma7bEVm025900","2.6737009","1.9826180","2.4273155","2.1612826","1.3169152","1.5824458","0.4104940","0.4447688","2.2376475","1.2557425","0.4831301","0.3558597","1.6254481"
"Dapma7bEVm025902","2.5525913","2.2996939","2.2025872","1.3912338","1.2399652","2.1381273","0.7712075","0.3085009","2.0965625","1.5042749","1.1703266","0.1845879","1.6222767"
"Dapma7bEVm025903","2.624869","2.384495","3.325608","2.786226","2.405531","2.734015","3.495135","3.448862","3.271269","3.123481","2.718862","3.947966","3.206784"
"Dapma7bEVm025906","7.360523","7.090730","7.407746","7.438945","7.298747","7.552895","7.379298","7.386509","7.453624","7.408300","7.498343","7.486009","7.580229"
"Dapma7bEVm025909","2.052516","3.219704","2.744133","2.048263","2.546464","2.570998","2.029364","2.058727","2.459021","2.480156","2.537442","1.261254","2.045029"
"Dapma7bEVm025916","1.6477550","1.0954147","2.2419066","1.7467061","0.9836161","2.4351269","2.4070585","1.1542769","0.8187930","1.9785327","1.9184685","1.5661407","2.4903627"
"Dapma7bEVm025920","2.4854988","2.7824809","3.1884147","0.8164584","2.2990697","1.9593602","0.3162627","1.5212688","2.3957606","1.5624547","1.0239039","2.8074731","2.1461211"
"Dapma7bEVm025926","1.6788253","0.6047592","1.6079224","1.8569145","1.6443856","1.2018765","0.8344192","2.0419938","0.9784298","2.4531224","0.9847382","1.6020719","1.9568352"
"Dapma7bEVm025928","4.840039","5.119842","5.423509","5.563095","5.401046","5.560073","4.931884","4.884631","5.293959","4.954021","4.982525","4.283107","4.971864"
"Dapma7bEVm025930","2.432135","2.947242","2.995213","3.903510","3.275839","3.150455","2.711589","2.988308","3.656741","3.586440","2.977594","2.761367","3.670419"
"Dapma7bEVm025931","4.002510","4.098667","3.781933","3.433436","3.926895","3.235670","2.976719","3.904274","3.809988","3.615631","3.545835","3.295864","4.409165"
"Dapma7bEVm025932","2.026955","1.209291","1.789960","1.952564","1.542015","2.183267","2.564594","1.731161","1.947274","0.941399","1.821153","1.614466","1.311830"
"Dapma7bEVm025936","4.863746","4.602567","4.594712","4.626826","4.025162","4.861244","5.272404","4.923601","5.539808","5.048246","5.469563","5.056074","4.617631"
"Dapma7bEVm025941","2.8247692","2.7190413","2.2692227","1.4568620","1.5547892","3.3145461","0.6257420","0.3795300","2.9203293","1.7413860","1.1393523","0.5090367","1.9257895"
"Dapma7bEVm025942","1.229363","1.673328","1.003063","1.939872","1.766812","1.625732","2.080556","2.072179","1.633192","1.238325","1.412408","1.091037","1.648127"
"Dapma7bEVm025943","5.357720","6.675105","4.920804","6.087687","6.115237","6.271170","5.965511","6.256245","6.207064","5.858241","5.629670","5.813562","5.633634"
"Dapma7bEVm025944","1.8953150","0.6011475","1.2198130","0.7683494","1.0870072","0.7493175","1.8365322","1.5930013","1.7635141","1.3393696","1.3028757","1.3687703","0.7691979"
"Dapma7bEVm025948","2.436561","1.989566","2.477962","2.931916","2.522248","2.312381","3.409872","2.754394","2.411050","2.783555","2.694599","1.740946","2.515700"
"Dapma7bEVm025949","2.242715","2.698210","2.576672","2.596914","2.051260","2.043481","2.288132","3.011011","1.901538","2.305847","1.326207","1.665948","1.482634"
"Dapma7bEVm025951","1.8560398","1.5813432","1.5582678","1.4298312","1.2221617","1.1657797","0.3011445","0.4891191","1.4283725","0.8871793","0.9948688","0.6438639","1.3542831"
"Dapma7bEVm025953","0.9680880","2.5158924","1.3369004","1.1614417","1.9262891","0.6482049","1.1532334","0.9314966","1.7717963","1.4656668","0.5959923","1.1561884","1.8086740"
"Dapma7bEVm025954","0.9629805","0.0000000","1.9780146","0.8912790","0.8100154","1.6762408","1.3683747","1.0825429","0.7717316","1.6402638","0.8510836","1.3156732","1.6052924"
"Dapma7bEVm025956","1.2821795","1.3149637","1.3024634","0.5106606","0.2169607","1.2345140","1.1622512","1.9006934","1.5467574","1.8463043","2.1978601","1.4511431","1.0594710"
"Dapma7bEVm025957","3.170663","2.911067","3.512469","2.877061","3.925415","2.606741","3.696648","3.327859","2.580828","3.439170","3.696354","3.966063","3.252226"
"Dapma7bEVm025960","1.962073","2.088300","2.885868","2.345635","2.049800","1.264704","1.293695","1.293085","1.699242","2.336070","1.316322","1.907378","2.984395"
"Dapma7bEVm025968","1.199179","1.519372","1.066663","2.046991","2.941330","1.775781","1.477004","2.606615","1.647557","2.225661","1.234206","2.547671","2.669582"
"Dapma7bEVm025969","1.832713","3.411994","3.070992","3.014801","2.801123","1.969704","2.368604","2.954525","3.119684","3.378117","2.340763","2.669036","2.310439"
"Dapma7bEVm025971","2.1753501","2.2295439","2.7218389","2.0821768","1.4343114","2.7578985","0.5922193","0.3309904","2.4952851","1.1461908","0.8622883","0.6875342","1.6201499"
"Dapma7bEVm025972","0.1492248","0.5730340","0.6875223","1.5387708","0.7171795","1.0114914","1.1323541","1.1919261","1.1249884","1.0436896","1.5661287","1.0574609","1.1980343"
"Dapma7bEVm025974","2.4818380","2.3238800","2.2899287","1.2864271","1.4292648","3.0332756","0.8841352","0.3085009","2.2178612","1.3249788","0.8845792","0.1658845","1.0669904"
"Dapma7bEVm025976","1.9575990","1.5771858","1.9901606","0.9284722","0.9852972","2.2302563","0.2330146","0.0000000","1.8599577","0.5437037","0.1097344","0.0969726","0.7972645"
"Dapma7bEVm025978","4.144817","3.621000","4.170392","4.344554","3.804490","3.950634","4.387494","4.224956","4.207773","4.420135","3.973794","3.767640","4.347075"
"Dapma7bEVm025984","2.5730037","2.0341016","3.4561948","1.1211034","1.9442624","2.4020079","1.5878436","1.0997947","2.2834170","1.4115941","2.1272812","1.8222765","0.9309773"
"Dapma7bEVm025989","3.0454549","2.1044723","2.5468365","2.7429882","1.9847256","3.1579939","1.0701438","0.6963704","2.7318800","1.4556202","0.5901451","0.7538663","2.1557937"
"Dapma7bEVm025999","5.431122","5.432095","5.305788","5.327675","5.217142","5.882321","5.384983","5.193621","5.104138","5.419369","5.408736","5.290510","5.206441"
"Dapma7bEVm026001","0.5005080","0.7812897","1.0616895","1.5864973","1.2080472","1.1288394","1.3781633","1.5125868","1.2472719","1.1318382","1.9959795","2.0381697","1.5810082"
"Dapma7bEVm026003","1.4638002","0.6482765","1.4277060","0.9448862","1.0276414","1.8418628","1.1703399","1.2011825","0.7612916","0.9812455","1.4126299","1.6368498","1.5072671"
"Dapma7bEVm026013","0.9961244","2.1194632","1.6083936","1.8711668","2.4591608","2.9292587","2.3174694","1.7135478","2.4216086","1.7637525","2.1000130","2.7059848","1.7068662"
"Dapma7bEVm026014","0.7381810","1.0251299","1.9146386","1.7238147","1.2080806","1.6810400","1.3932944","1.0285950","1.5538425","1.1439262","0.5330219","0.8254251","1.5893017"
"Dapma7bEVm026015","1.301628","1.725170","1.987765","1.668269","1.769017","2.617240","1.471973","1.559694","1.205949","1.614306","1.574142","2.218876","1.980307"
"Dapma7bEVm026017","3.765387","3.786870","4.291203","4.303677","4.456623","4.300840","3.885575","3.902175","3.348013","4.116443","4.023624","3.394512","3.968013"
"Dapma7bEVm026019","1.5982552","2.4122994","1.7853644","0.8467088","1.7728952","2.2989664","1.3265694","1.5585236","1.9337608","1.4741684","1.1419310","1.2381744","1.7362124"
"Dapma7bEVm026021"," 8.893150"," 8.789861"," 9.679692"," 9.564476"," 9.310556"," 9.602358"," 8.620985"," 9.387060","10.294176"," 9.101438"," 8.536343"," 9.362270"," 8.347840"
"Dapma7bEVm026022","1.7289516","1.3191761","1.5242433","0.4629925","1.0416723","1.9711087","1.7304434","1.6591730","2.0072840","1.8941682","0.6926721","1.5175159","1.8138389"
"Dapma7bEVm026023","0.7877685","0.0000000","2.2232011","0.4627059","0.8715886","0.0000000","0.3890366","1.7792224","0.0000000","0.3013898","1.5149014","0.7548688","0.3802364"
"Dapma7bEVm026029","7.269779","7.707027","6.951359","5.935975","5.889508","7.434969","6.860421","6.196977","7.923066","6.553910","6.200925","5.440113","5.003005"
"Dapma7bEVm026031","0.8001427","0.4617944","1.9360671","1.4720249","0.3535666","1.2856350","1.8106244","0.6378254","1.2055551","1.5412573","0.8900870","0.8235342","0.7108077"
"Dapma7bEVm026032","1.9211832","1.5932854","2.1782479","1.5352317","1.6924259","2.3591065","0.0000000","0.3424450","1.8371174","1.3206932","0.9660255","0.0000000","0.7465825"
"Dapma7bEVm026033","1.5642430","1.6314029","1.8271059","1.0539133","1.6727065","1.1045921","0.0000000","0.4322400","1.7727254","0.7484978","0.2947402","0.2605011","0.6721153"
"Dapma7bEVm026034","1.1870634","2.1297720","1.9329010","2.0694101","1.9698521","0.8250897","1.4170427","1.9810861","1.6992642","2.1281026","2.3887306","3.0138876","1.9610851"
"Dapma7bEVm026035","3.751220","2.850527","3.182256","2.974669","3.860217","3.157231","2.843964","3.537056","2.262487","3.743877","3.012681","3.381302","3.485296"
"Dapma7bEVm026036","1.644250","1.522300","2.604918","1.855001","1.350959","1.594397","1.314687","2.591495","2.678547","2.056630","1.456506","1.351282","1.770503"
"Dapma7bEVm026045","1.627400","2.087454","1.319132","1.518710","2.065581","1.213796","1.500036","1.923687","1.993678","2.011020","1.727616","1.522209","2.115301"
"Dapma7bEVm026046","2.927649","3.440215","3.605734","3.222010","3.677478","3.405058","3.704184","3.218866","3.827747","3.122304","3.574849","3.211157","3.271531"
"Dapma7bEVm026048","1.535765","1.009331","1.892517","1.739653","1.744725","2.047187","1.971274","1.517189","2.628765","1.989441","2.435906","2.261363","1.995088"
"Dapma7bEVm026050","1.839692","1.343259","2.379739","2.092909","2.245014","1.709085","1.298736","1.548445","2.882450","1.903376","1.321621","1.648859","1.616252"
"Dapma7bEVm026052","5.895683","6.377081","6.353405","6.518187","6.120495","6.642871","6.617268","6.171031","6.370149","6.244851","6.604719","6.482628","6.415450"
"Dapma7bEVm026054","1.304107","1.798894","1.536724","1.906521","1.665659","1.295602","1.914395","1.836218","0.894549","2.037478","1.619686","2.407835","2.747654"
"Dapma7bEVm026056","1.128705","1.471020","2.657640","2.726795","3.325264","3.012433","2.442236","2.021686","2.154858","1.911746","2.030034","2.984498","2.646820"
"Dapma7bEVm026057","2.254755","3.234099","3.161264","3.972488","3.613141","3.885301","3.901406","4.249554","3.797323","3.647387","4.125776","3.565422","4.110831"
"Dapma7bEVm026060","4.325544","3.226064","3.737634","3.257910","3.365399","3.985604","3.070962","3.520153","3.612206","3.771397","3.329433","2.723464","2.900851"
"Dapma7bEVm026062","1.4340430","0.0000000","0.4579167","0.7114029","0.8906515","2.0076183","1.6047384","1.3086510","1.2027758","2.1710297","0.6866806","0.9570559","1.7754946"
"Dapma7bEVm026066","1.5581999","1.7835266","1.9472841","2.2683162","2.4887936","1.8824302","0.8183237","1.1360471","1.7929512","1.1337862","1.0390722","0.5220041","1.8189677"
"Dapma7bEVm026068","2.240813","1.871526","3.644577","4.152152","2.351409","2.899965","3.615143","2.751785","3.142141","2.612212","2.693711","3.041706","3.036601"
"Dapma7bEVm026073","2.084437","2.025200","3.080824","3.261212","3.205089","2.450657","2.717100","3.055163","2.842849","3.536094","2.887866","3.496085","3.540374"
"Dapma7bEVm026078","2.868625","2.853243","3.515075","3.589006","2.659931","3.733402","3.067011","2.699578","2.776588","2.736500","2.887269","3.487038","3.316045"
"Dapma7bEVm026081","1.8253765","1.4808904","1.8404273","1.6777529","1.2486326","1.5320081","0.0000000","0.2949010","1.7705840","0.6777785","0.4318832","0.4324732","1.2322181"
"Dapma7bEVm026082","1.350375","1.582057","1.831628","1.463427","1.687438","2.355927","0.697992","1.505831","1.755158","1.280535","2.292446","1.051403","1.178867"
"Dapma7bEVm026084","1.3196778","0.8732431","2.2953167","2.8720343","1.7129866","1.5819270","1.7544730","1.1446720","1.4569870","1.8186160","1.8315214","1.9200100","2.0714535"
"Dapma7bEVm026092","5.106537","5.512451","5.691235","5.436230","5.102108","5.786225","4.730619","4.951849","5.750936","5.090377","4.994991","4.769294","5.234276"
"Dapma7bEVm026102","5.833758","5.362717","5.452025","5.293929","5.938584","5.975127","5.753236","5.686562","5.975374","5.795299","5.664276","5.673310","5.421148"
"Dapma7bEVm026103","4.009049","4.745207","3.820226","5.194178","5.018372","4.895915","5.081360","5.210326","4.966754","4.663516","4.961352","5.533356","4.736774"
"Dapma7bEVm026105","8.329443","8.666066","9.447484","9.600652","9.615625","8.947313","8.492211","9.323204","9.431327","8.758021","8.836323","9.260941","8.034214"
"Dapma7bEVm026107","1.630121","3.185382","2.204802","2.700723","1.900662","3.117585","2.447915","2.035891","2.478729","2.367453","1.506534","2.035173","2.838770"
"Dapma7bEVm026110","3.471965","3.586329","2.743117","2.238904","3.053861","3.113081","2.834910","2.830555","3.803871","3.579192","2.534617","3.066179","2.029668"
"Dapma7bEVm026111","1.9618555","2.8349673","2.1277473","1.8529707","1.6238283","1.5793821","1.5708110","0.7272082","1.8201767","0.5925487","0.8341293","0.1845879","0.6044416"
"Dapma7bEVm026116","2.698064","3.041656","2.974930","3.289486","2.404152","3.290363","3.681230","3.190972","3.293505","3.096978","3.872689","3.340125","3.508578"
"Dapma7bEVm026123","6.745839","6.879975","5.673913","6.909907","6.508803","6.884774","6.517875","6.562041","7.038709","6.491309","6.615851","6.364389","6.433339"
"Dapma7bEVm026124","0.8329001","1.5738689","1.8225365","1.1613082","1.3194823","1.3992558","0.8124669","0.6552626","0.9748036","0.4008761","0.8404751","0.1095884","0.8579094"
"Dapma7bEVm026125","3.488596","2.894225","2.769162","3.847175","2.690404","3.008044","2.832856","3.218232","2.912443","3.005225","2.936272","2.537066","2.535051"
"Dapma7bEVm026131","2.249221","3.747418","3.341702","3.064782","3.380017","3.258310","2.555266","2.579368","3.256644","3.856146","3.758380","3.219421","3.193942"
"Dapma7bEVm026132","4.609705","4.049689","4.064322","4.921059","4.981278","3.313140","3.714335","4.028571","3.705620","3.990482","3.342231","3.563255","2.150857"
"Dapma7bEVm026134","1.8982248","1.3006181","2.0258466","1.4472460","2.0306715","2.0439131","1.6091310","1.4497588","2.4129649","1.9751944","1.4878486","0.8273754","1.4977681"
"Dapma7bEVm026136","4.959277","6.351027","6.080948","6.324966","6.284154","6.111211","6.278799","6.576663","5.839046","5.414954","6.438749","6.271970","6.229296"
"Dapma7bEVm026145","1.7676056","2.1647821","2.5812636","1.2701735","1.9243318","1.4159192","1.0477308","1.2488474","1.9243587","0.0000000","0.0000000","0.0000000","0.9887314"
