,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
235_1429397,235.1429397,3177.927017,3313.979728,5395.144096,3752.271877,3385.990044,2632.239674,0,0,2869.331592,2533.579715,3342.440909,4012.130371,3829.857242,3042.622287,0,3739.818692,0,2383.32476,0,2702.474352,2808.563517,2748.083704,0,2678.902774,2507.310326,3368.402611,2803.210874,3064.075724,3649.202207,2766.693516,2111.236614,2633.979335,4345.581497,3165.241829,2792.92293,3949.06749,2997.642313,2978.974897,0,2893.023423,2476.263611,2607.543729,2410.763413,2406.471304,2294.630688,2694.027947,3679.675016,2587.155956,3465.891892,3183.114009,1971.151244,3132.29449,2632.943077,3401.170572,3146.858723,3440.099,0,2641.24431,2924.967526,3100.789561,2670.226815,0,0,2936.609107,2738.76125,2276.512098,2820.328263,2371.427509,3087.207625,2940.821123,3022.061478,3004.679373,0,3219.104576,3178.807528,3822.900553,0,2758.50825,2717.779238,2983.291929,2770.232036,3130.189933,3473.873773,3991.2333,0,0,1985.710382,2412.670349,2889.180612,2979.113863,3534.582981,2469.308294,3902.447669,3435.585744,2731.151206,0,2507.639726,2672.521355,3315.162295,2905.194975,4719.323173,0,2745.171834,3042.127026,3142.923444,2392.50632,2547.770267,3934.889586,2173.28947,2475.308541,3342.834054,0,3115.593684,2944.184115,2620.861147,3230.659369,2921.005757,3814.674676,2302.86946,2725.085125,3101.720987,2775.846675,0,2773.059779,2577.932247,3701.018437,2380.514851,2928.323553,2793.910413,0,0,4229.394231,3042.47678,2435.606394,4217.583878,2547.069617,3082.356509,2368.386336,0,2636.927578,0,0,3333.989905,0,2570.959676,3068.397536,2758.079152,3840.056239,2599.850315
235_4893372,235.4893372,4681.561818,10497.29454,5678.807375,6664.298407,5318.757314,0,3595.631263,0,4787.498677,3129.601667,6645.710798,2596.426493,0,4745.329699,10351.48459,0,2843.992975,5680.026842,2780.836491,7864.112587,12271.45173,7899.374847,3520.035816,7930.444329,7658.330653,0,7362.318476,8370.802904,0,9221.415729,10681.2127,3392.078948,6920.347958,3412.825691,11627.20427,5067.074023,6161.421936,5505.187395,4965.461123,3520.903569,6898.556432,9619.028675,4291.100276,9722.41841,5491.886935,0,2464.415052,2619.291439,3579.378094,12947.67843,11020.57501,2585.60736,6292.771927,8871.57893,2677.359273,11553.40838,2673.009665,10759.61578,9818.077645,3715.150931,0,3431.556153,5254.252273,0,7288.553448,9606.554198,9026.687259,10024.75524,7965.72748,0,6963.74588,3417.254139,5751.397631,7348.732205,5239.118154,3526.631044,4007.232494,2521.430095,10462.26932,2160.932634,9947.926038,6679.602382,0,3397.219833,8873.388246,8496.951176,3856.370219,7546.653469,0,0,12929.41472,10228.04198,6473.557422,4261.912021,7729.930271,4854.179944,2638.909048,9117.692766,3144.417297,7053.869782,3070.55863,8779.255173,8071.4523,6966.673671,2807.60133,3635.577443,3636.296337,6146.521514,8272.930699,7025.419767,8272.942446,6036.009083,5872.472831,2827.573258,6909.972871,4879.04149,6627.123313,3289.386473,10304.60363,2152.041459,3750.149746,0,4998.042864,6094.570457,2273.777615,0,2515.145499,8751.790018,9334.325687,0,0,2435.07841,5819.078855,6857.51613,4415.018833,6880.377965,5855.660538,2138.817643,2890.862885,2623.979075,0,5695.806291,7303.055176,6455.650915,6790.372719,6492.050221,9953.474451,2781.680317,7013.221582
235_6713149,235.6713149,3744.341364,2684.034458,9499.221411,5125.661622,5178.987347,4070.403508,3215.02608,0,3936.438695,4678.754553,3718.023537,4486.188559,3763.341177,2915.61039,2149.664127,3131.791191,2627.319972,2211.214329,2466.937585,3113.361611,3142.747899,3220.901156,0,3551.812546,3962.084558,3413.292545,2633.905726,3317.19379,3257.207958,2604.958795,1815.421885,4574.354557,4650.268992,3330.472955,3499.538912,4598.99912,2215.526371,4507.270042,0,3825.627161,3002.145973,2734.546494,2753.134995,3042.573838,2235.259681,0,3332.952809,3300.556183,4155.159963,2786.823576,3615.312856,4095.096692,3284.825358,3048.483403,0,4700.493226,2608.484863,2432.25681,2631.176276,2917.399745,3323.25689,0,0,2835.797476,2787.787298,2638.219079,3041.400441,2972.581229,2438.394511,3745.294858,3018.431015,0,0,5923.42654,4019.033621,4683.920928,2750.192979,2815.89301,2739.538676,3061.191467,3692.136598,2809.193148,0,6339.504597,0,2954.362176,2462.196524,2770.53787,3077.430022,0,3869.519826,2921.940951,3605.02281,4564.027106,0,2563.388139,0,2959.650601,3719.167515,4100.410336,6335.742637,3019.63449,3045.862488,2831.743934,2580.744044,4461.623999,4221.154022,3403.180981,2510.119976,3318.980215,0,2302.541439,2868.476519,3271.137032,1983.212612,3470.012401,2596.768041,4807.62178,1986.119961,2464.878218,3985.716359,3337.311629,0,3173.055445,3395.454938,3710.874895,2863.099676,2368.838368,3270.182032,0,0,3712.693529,3501.812959,2113.083473,5486.779812,4909.613465,3339.470192,2679.830582,0,4071.946621,0,0,3018.311121,0,2765.401044,2691.738245,4142.034456,5408.104617,3785.055156
235_9014854,235.9014854,9482.961446,6980.736353,4263.16389,4095.866727,9089.686216,5747.699987,6653.59652,12197.55081,6049.208445,4029.276399,8139.455269,5259.565061,8590.230446,2910.521919,10444.20746,4099.731131,4925.711788,9698.20907,3055.225658,13980.57901,10071.90561,10524.46972,4385.597873,6612.080096,6527.235111,3484.211569,6165.778508,11470.42969,5227.717916,7799.719016,10552.41288,3050.922323,10041.26599,7399.932519,9574.592112,6204.421915,4584.343898,7023.410548,5867.811054,4244.228871,11739.48961,5640.605079,8574.857492,5765.955237,9513.415936,3117.499778,8242.844161,4558.40763,3684.732949,12067.20799,8381.769948,3039.767828,12212.73538,8704.314213,7398.941232,7755.031674,6364.365481,16489.01167,8679.436814,3639.587109,0,22585.90747,7519.438642,3327.900461,5636.037884,9344.672427,7729.105426,12804.73218,9631.551624,4422.833185,9253.954289,3829.609874,6469.303711,6904.578108,8842.338925,2760.256263,4429.553002,3633.837893,10254.92913,3759.067644,7795.399198,9055.572365,3180.588316,3490.548061,11936.19406,16096.68361,2958.603965,4061.151254,2907.420164,3479.934924,10263.60674,19353.80696,11000.45155,6586.962207,6367.49257,8702.749002,5113.180561,10091.25223,3965.107036,7203.387366,3942.611289,11120.53792,14307.04058,6938.754082,4055.613066,7938.334445,5600.439182,7042.441677,7225.8689,7090.662891,15669.85531,13642.54708,6096.011015,5309.189997,8576.068062,5295.157716,13128.39918,6151.571796,9058.550016,4270.076024,5444.018897,3132.68227,9883.861378,7185.390848,3162.924743,3736.026122,5156.100108,9021.50009,12057.0903,7254.232971,8129.963112,4558.617231,6903.616926,5411.492276,4581.622586,6070.509305,4680.881525,6271.624511,7566.270952,5236.401996,4872.027755,18378.38123,3880.284908,11481.51374,7710.053314,5956.968396,8265.347113,4386.451591,7784.426824
235_9391696,235.9391696,3678.733942,5810.02537,0,1719.571772,2543.625478,0,6505.73947,10517.75229,4746.186515,4069.115672,6593.989593,2635.198943,3104.350327,0,2503.219247,0,3565.08384,7228.009211,2432.356615,11216.72004,6033.536439,6797.299851,0,5180.908218,5039.783809,3734.336512,4839.478033,7154.056332,3732.970245,3190.544449,9329.100369,3978.405257,7724.530465,6819.893115,7521.531594,2866.288362,3605.75413,6632.874791,6406.670028,4209.526314,9812.887854,4390.742531,7312.55495,3425.063021,5972.129357,3341.842845,7244.215372,3060.031429,3776.699042,8765.563197,6240.454953,2293.933398,9928.718771,8519.629833,7440.133171,6074.268743,7142.237944,11992.62671,6875.767914,0,0,5659.869077,3064.09364,0,2520.473395,8916.136805,5802.410115,7253.820757,9127.551845,4364.867082,8003.789949,2878.745232,0,2721.567645,2903.191785,0,2768.374419,3774.462631,7886.770369,4368.118858,6644.810769,6292.569041,2862.046236,0,2670.514753,4114.567822,0,0,0,3108.627654,6320.948493,16142.25937,8861.295925,6229.515568,3088.160868,2480.049511,2737.212205,3566.458133,0,2568.986419,0,6356.554721,11550.125,4702.598638,4385.479731,7282.216291,3929.383016,7844.216964,6031.658431,4543.379645,8726.19051,13598.74656,4661.020724,5327.709393,7739.070399,4482.289709,11811.33367,4345.794634,7938.229027,4820.791412,3654.556105,3413.741589,7918.697062,4003.185704,3496.115648,3550.081917,5148.903142,8126.669704,10412.03357,0,8123.595866,3786.276375,6575.870996,3868.497009,2162.032719,4975.466047,4831.338619,4633.072866,3897.827616,5154.484184,5097.030695,12120.65777,3669.401564,9445.001395,6778.55722,5849.769727,6958.08987,3315.809499,7864.082408
237_0290158,237.0290158,4181.666434,3173.115591,3956.00424,3822.087454,4215.18355,6543.983794,4353.833341,5956.64299,4766.033002,5889.540877,3965.892796,5004.759062,5624.525274,8110.57808,6598.469922,0,6561.593236,10928.78903,4781.245934,3223.449119,3891.480663,3618.704873,5811.711796,4107.958857,4450.722703,5132.110709,4457.111831,3993.156944,5360.692641,4489.918941,5426.832313,6260.7582,4988.480359,3292.515883,4861.764028,3357.10311,5415.505843,4115.067695,14357.3126,4106.296808,4299.003303,6835.561085,3603.883169,8336.138506,4150.188239,5034.151909,5456.747418,4363.822355,7522.052808,4080.958994,3796.977643,5654.180167,3799.924481,4232.740589,5738.494562,6750.480231,5336.400516,4140.91099,4418.430805,5653.270386,5013.852038,13031.27621,4760.029742,4121.80146,7020.81764,8343.37049,4331.217383,5537.495861,4401.345873,5142.444465,3207.380392,6092.841673,8401.823231,3305.211672,3989.872839,4615.759315,7344.666443,4759.462917,5882.898932,5397.590684,5475.952261,5325.142894,4292.585735,3510.473786,6949.842733,6169.747272,7288.678696,6333.344333,6135.383901,4965.908966,4574.083509,8401.632164,3346.292111,6652.691906,5949.961336,3813.791188,5280.363264,5477.57815,4555.418803,4954.738227,3254.15086,5893.556616,3776.263095,4377.053614,5965.993987,4199.595263,5634.809632,3882.729132,4071.925238,5818.656809,5058.300926,3451.315834,3965.511729,4333.268654,4324.84678,4403.067683,4214.545284,3660.128024,6619.014485,3745.148355,3282.621882,5715.701294,5413.540684,4361.568795,5965.818319,2671.345472,6662.106604,5449.219473,3913.83877,0,0,4712.234546,4398.781184,5313.434562,3959.670564,3392.965629,4023.849423,5374.120317,24599.01301,4600.510971,5165.766533,5076.373687,4857.560698,14047.358,5195.491204,3944.310752,4525.763829,3789.031184,5972.186045
237_0616976,237.0616976,0,3176.63962,0,1338.706354,2460.587215,4735.227113,15056.25121,7017.013785,12310.268,12135.71723,0,8156.412311,3568.415086,6730.995641,1867.343367,9155.981272,15146.27728,8445.924805,12933.10148,3122.793755,2726.199691,2476.333581,12207.08174,0,2549.418235,19006.32918,4261.832737,0,11481.71754,1916.5872,4397.0937,17745.61652,3069.396496,14010.60404,0,0,2511.263457,7676.704799,6117.094858,6857.928348,3822.544527,4348.306551,2597.117859,3093.68852,2721.625775,15612.79167,16322.83602,10843.88324,17611.37235,4880.907064,1611.476281,14762.51837,1982.817957,3283.005389,25044.86964,3688.930114,14394.11495,2255.910593,3174.490027,3507.805906,7543.508563,4354.537138,0,6874.922157,3388.576895,11597.03169,2347.530423,3101.044586,2902.88645,14138.80802,2988.59407,11378.6957,0,0,0,8533.683003,7807.341588,13670.808,2166.308992,18720.11734,3836.917476,4684.314662,9778.782615,4171.295153,2671.292513,0,7570.307642,3209.38922,9419.991153,15397.7177,2164.440579,4547.985457,2549.460806,17626.5545,0,4223.888506,5976.656993,0,7172.46385,0,3141.112381,6531.191968,3717.783167,2375.767812,15660.17311,15641.15761,16938.19765,6551.619434,3080.425655,1726.368193,3269.987413,4042.892041,2010.069618,10145.80829,2657.693639,6561.512555,3647.151038,7503.841586,5355.223919,9341.945394,0,16899.42359,4934.42757,0,14909.59632,6906.633907,15069.52262,2978.982137,2797.264867,0,16236.03029,10285.66621,4336.577959,4554.067569,7424.572268,5005.883631,21705.81133,16972.68853,48991.13107,13544.63117,22672.43333,3773.370395,10983.56301,7979.199698,2289.132303,6445.063367,1925.285118,4197.131093,0
237_0911822,237.0911822,4511.671334,5893.654366,6211.627554,4443.904318,5442.136947,4159.309243,4387.32428,0,6958.799452,7044.012118,6610.60451,4349.945401,3999.66292,4929.805615,4555.825816,4869.835668,6268.775441,7095.996241,5350.974918,2598.988007,5858.717088,7893.31261,7167.157403,7164.690963,8100.589376,3903.406014,11680.49498,8143.066318,5847.855493,5484.884162,5515.964474,5982.825335,4777.112566,4978.105358,7066.03016,8358.454848,6796.524719,6517.444569,4643.101896,5694.839696,5668.966756,7398.780393,4629.082195,7444.533768,7673.558317,6867.456032,4730.150808,8372.345745,4038.41295,6622.56638,6986.497926,6537.737243,8194.628993,5480.782305,4655.183251,5752.746144,5169.784641,5573.685794,8801.067435,5243.621748,4679.515748,8700.019926,7144.456815,6163.918975,11080.42563,4602.331874,4517.559927,5374.671377,6466.094449,3850.436239,7814.385779,4508.475117,6831.054653,9575.821604,5552.795307,8764.781879,3887.924179,4214.497379,7581.052254,5171.286656,5835.689937,5261.305166,7554.508591,8103.275491,8085.939116,7773.445237,5421.333611,13278.1554,4084.354106,4723.632409,5947.944828,3828.680165,5286.152221,6875.498102,27002.84974,6108.464674,6861.343988,5339.126342,5401.589766,7227.242045,10257.9722,7445.375215,5294.11164,5298.866684,4621.095802,6390.124632,6362.847246,4410.79896,4565.833126,6639.32661,9493.622099,7381.989454,8571.269975,6081.426088,4179.115077,3730.018131,6634.88335,6131.487748,12517.22978,5862.428108,8841.429594,4943.068809,3517.145989,5686.104637,4559.853801,7745.879699,4165.144574,7657.884901,5412.068778,0,0,5348.220109,3957.384325,7535.41682,4948.368556,4170.296296,4866.088442,4356.416658,5439.464826,4320.133742,5701.743021,3387.556462,5226.854581,4525.208401,12459.21138,5290.997404,6715.679183,4348.386654,5959.085745
237_0980027,237.0980027,3174.479693,10015.77709,3008.078417,3131.461306,0,4934.974825,11491.44282,7925.490263,7143.189882,9200.202141,7645.880472,6341.478281,0,4388.833574,2458.982323,3236.385395,8007.278632,9482.852288,9029.883928,10181.29607,6226.596478,6597.917107,9845.701849,9044.413856,4117.732672,12455.53981,8823.475284,3295.420314,8738.529714,3213.028321,7748.926561,9809.52087,6189.785206,8479.440794,10310.78394,3411.099325,3788.47268,8223.346025,5137.32516,7331.997679,8313.883086,9750.989303,6171.099931,4047.859885,6043.349525,10264.39534,12282.51284,8748.798365,7965.900118,7071.569533,4177.850625,7052.29062,16046.63422,7806.920021,17228.8383,7020.229268,13934.98849,7204.31181,5201.765365,4920.854229,4592.567499,2393.863856,3995.881972,6790.828078,3070.064925,7758.94677,5124.576645,8034.960669,7160.813228,8358.969799,10783.3379,4864.473779,3539.117876,2621.824748,3896.807498,2818.143008,5629.01156,9202.559126,5976.387942,13868.50022,5049.477213,5730.938914,8332.165438,5456.570014,0,2273.683388,8413.584517,2171.536117,4494.228093,10981.62237,5436.232298,12436.03926,6010.24637,6509.308529,6853.374074,14749.62266,4298.018947,3517.465988,3007.265461,2272.94165,4486.8496,6522.877392,11534.7281,6664.116573,9261.350329,10201.21255,8975.642006,9344.151825,6572.428615,4289.799622,4623.622516,12452.15001,5015.702064,9772.980165,6798.972975,9893.458692,9751.62509,4473.555031,8118.504844,19152.32855,7464.93756,9747.017512,10665.81643,5893.255664,13160.06155,8632.085619,12664.26722,5839.554028,6350.675919,7493.023123,13366.26661,17794.82615,8863.3277,6177.817127,3329.235737,4608.644053,13516.35091,12720.68346,6951.505233,9546.810269,9361.584193,10786.55498,9103.259598,5800.651938,10377.10274,7323.322967,7424.96747,8045.891328,8208.531847
237_1055041,237.1055041,3564.167704,5730.191945,3119.614361,0,2832.833645,0,7082.794495,0,9824.518181,8701.74197,4588.785235,4539.023501,0,3893.789137,2668.174483,5687.480208,14072.38991,14278.10321,7612.481263,3583.379962,6689.007057,14354.27973,7000.543278,12944.89939,13579.73355,5719.175911,20728.33543,12742.30055,10484.95685,4157.939974,12290.13056,8261.91079,2878.150199,7710.383826,12027.59136,6694.095524,8470.744053,6948.955546,9954.211522,9686.231276,11247.2216,11422.03526,7296.859437,7826.205298,8437.525466,12974.81506,8294.185703,9497.02853,4284.901538,11699.3771,13445.5327,4855.688887,9719.622236,9311.740766,7160.605339,8176.113422,6486.885517,9549.470443,15892.09993,4255.726806,3872.397463,7394.730739,5915.388136,6163.865161,8395.776001,6465.383142,7155.050166,4741.434178,10583.84965,3662.981681,10388.47791,3422.710332,5301.147631,4574.247798,3166.281346,5720.082718,4774.363376,5362.592448,13479.22847,6268.388922,8015.46849,2579.055768,12939.83093,6184.280644,5459.123377,5375.89577,3784.896773,13400.03637,4334.32585,0,5915.620335,3400.449128,9116.624966,7002.575767,47960.3681,34950.62468,6963.330633,4448.050426,4895.394497,4113.688316,6882.456726,10320.26733,6467.653547,5787.020748,5445.877759,11123.2665,8529.569468,0,7385.16627,6541.754326,14454.33636,14350.25563,13511.88378,11041.48866,6950.59259,7321.686334,16064.66736,7789.781959,26310.65951,10592.58997,8035.861595,6357.059345,4306.717568,6422.62762,8249.714367,12170.36229,8567.730763,15214.12528,12141.25311,0,0,6814.405194,3892.628253,12481.375,2819.116389,5682.966235,8916.28983,10135.89167,9303.710956,5239.360161,5389.279239,6876.840671,6475.548273,8159.715199,27793.49482,8804.319089,10203.99334,4403.755424,15696.71477
238_0371312,238.0371312,13209.63182,9894.425707,18333.09711,14477.7482,15914.43115,4174.532458,3829.433156,9050.820429,5584.258596,6400.482461,15112.18032,11473.85589,15223.99582,5472.342255,5422.033891,4108.777405,6622.948845,5347.393563,5624.05844,10448.4718,8847.865346,12781.69254,3233.014934,7074.369734,7363.608518,3716.148507,7290.179212,12445.13334,10322.9051,12239.2576,5761.463465,4352.951443,15980.15367,8809.447068,7653.845919,12749.45854,7100.564468,8410.049798,9365.869814,7239.387355,8542.31777,6088.59337,8972.360092,6639.83078,7880.784091,3096.155508,6590.102769,6405.579065,4950.092826,6996.965633,7989.774093,3401.58803,9316.804534,8578.859631,4696.262586,6385.601406,7240.162738,10149.69082,8043.872982,6508.615885,0,4554.87705,12078.09546,4543.341802,6476.322254,6182.212482,8793.039229,10840.36027,8582.016494,2731.098357,13304.35276,3112.80451,9623.656278,14233.81746,15657.14785,4726.23735,3189.088365,2625.874609,9763.745041,0,5966.688719,11582.66709,4520.085286,12099.61796,5381.125064,6980.81533,3067.854449,6139.954148,3435.934644,4667.257517,6864.258701,7296.337907,9899.778598,4615.409417,3378.067069,9185.959843,3623.312441,10636.80344,8687.259448,13490.32795,20170.2435,6722.213812,13486.21498,8016.355764,2960.470042,6558.574408,4309.962417,9223.175526,8076.042949,7526.429652,11112.09676,9692.196406,10836.4849,3970.606007,12777.31036,8790.568464,7830.519348,13192.56994,5076.453954,10202.5657,14429.64808,0,6496.966765,11673.92858,3152.589804,14895.16027,2750.109921,6264.398381,11150.81959,0,4612.328696,7366.761763,10429.98404,4944.784978,9816.730096,8599.350507,7177.97138,3055.400117,9089.212716,6365.84351,0,7705.526466,4607.715673,4669.563315,4957.49598,5353.546347,10308.03771,14730.29747,4956.527467
238_0460383,238.0460383,38698.69289,13479.46138,33063.13998,28829.91956,25925.42615,23338.33859,21642.26803,21774.98985,21462.90772,22386.31237,17232.95858,29061.94969,43426.58587,45064.78417,32903.15987,47488.94334,12600.97954,19620.56129,23510.22859,22141.05942,16611.23983,17991.05968,27293.76531,23418.78352,28093.82155,33846.71503,28613.3906,23245.01513,32167.93324,34804.17004,22226.54886,25337.80652,19517.26516,19456.66969,17706.62536,35440.24515,43487.97541,19588.92493,27603.87389,24660.50368,22623.87064,25583.88425,30039.13752,24322.29877,28839.22238,21637.10388,18170.96352,35748.0377,24739.60661,19213.47786,18658.28544,36317.58435,15681.50631,19707.98876,20610.13254,12409.03605,14642.40858,12632.33845,21348.54623,26432.03333,47848.11672,41975.97243,32620.73173,43685.95102,30053.53246,16256.7615,25836.52787,19962.74982,19981.56927,29874.98692,18279.44688,33526.41622,27158.77032,28546.47941,39622.10013,42060.4946,43693.94639,24648.15694,28113.89594,25318.65781,24758.83107,25523.49064,30739.07475,32481.11721,25458.1045,22411.4064,41026.12356,27478.61999,58262.87141,32272.70288,13725.7452,16801.07992,24296.50196,26304.13116,17539.13419,23079.16082,34769.60343,29369.97754,35990.39884,32629.22798,26322.21845,17644.57881,13925.0072,17839.10723,20652.2277,19091.42798,29618.10786,21241.92479,20086.5711,20725.38661,26692.31316,21055.92606,14949.83893,17410.80609,18210.51472,15674.48186,10212.22656,21626.29077,13701.7495,17801.82744,31246.75836,32984.62082,22149.47193,38784.76318,33700.69175,24170.9427,34826.29304,21203.49186,18160.91053,21556.10412,15656.13535,19155.29999,29321.22885,32713.52007,32104.99541,20534.29358,23663.20331,26483.09293,24290.15798,24806.70714,29266.73671,18098.41838,34022.48172,27040.37633,23858.85799,20788.11099,18896.44392,22808.15888,28763.21205
238_0477569,238.0477569,6982.370065,6654.991068,6426.546813,5561.340281,5708.223692,9174.919076,6534.633427,0,6453.261796,4056.486351,0,6491.26607,4795.789909,4651.964782,7904.428419,3412.618391,4884.883342,7775.955759,6894.882349,7258.60788,7084.733608,7132.338746,0,6327.7924,3736.213525,5849.25849,0,0,7152.098997,7586.435834,5245.157345,3935.478097,3698.98906,5691.093048,8410.168725,8161.148761,2641.756631,0,6058.326191,4573.790156,7209.175941,7324.247907,7329.733557,3667.118891,9731.902162,6379.84543,8947.572756,5317.875977,2607.665009,4545.991981,4329.807657,3300.771554,0,8755.652717,10169.06921,5911.583337,8229.93159,0,4702.180541,5334.740988,6155.464496,5949.369236,0,4065.163144,8960.460573,9693.361947,5276.344437,7165.947643,5570.880942,4029.324126,0,4629.263532,8770.684589,0,5018.329767,2819.257537,8079.651373,6186.451272,5492.769939,6091.922257,3739.120135,5718.594466,6795.817029,4499.216372,4782.261162,6030.825293,8763.940511,5200.16774,5817.538314,4236.0461,4987.910032,6673.662849,5725.940818,3711.38102,11165.66691,6589.686544,6098.935854,8326.354835,5704.511653,4757.063684,5217.996504,9362.700714,6683.120398,6388.839142,2838.187807,9098.885151,3541.156051,3782.264828,5922.092809,5860.885927,0,8609.237253,6826.096315,6670.049464,6759.396994,7430.371481,8904.042248,4248.504841,4912.653671,4733.087604,0,5559.059351,7889.012489,5120.947262,6220.981581,4185.682335,8568.801292,3993.431953,4362.889104,0,8513.494043,6128.912905,10567.60483,5932.021738,3598.383449,5391.665782,6673.419674,10623.25449,10711.83685,6632.07238,3138.521762,8847.33965,4101.473821,3668.436257,6397.295759,8473.702215,8232.647944,3676.632446,7610.539107
